ID,Reference,Data source,Longitude,Latitude,Elevation,MAT,MAP,PET,Climate,Ecosystem type,Methods,Site,MurA,GlcN,SOC,TN,TP,C/N,MBC,MBN,MBC/N,pH,Sand,Silt,Clay
77,7,A1,-92.33,38.95,221,12.00,990.00,1369,D,Cropland,GC,"Missouri, USA",,,17.40,1.86,0.4,9.35,256.37 ,57.66 ,4.45 ,5.00,7.00,68.70,24.30
78,7,A1,-97.44,30.16,119,14.00,500.00,1775,C,Grassland,GC,"Texas, USA",,,39.30,4.03,0.5,9.75,173.64 ,42.38 ,4.10 ,6.30,19.50,52.50,28.00
79,7,A1,-97.44,30.16,119,14.00,500.00,1775,C,Grassland,GC,"Texas, USA",,,12.50,1.43,0.5,8.74,173.64 ,42.38 ,4.10 ,6.10,23.00,48.60,28.40
80,7,A1,-97.44,30.16,119,14.00,500.00,1775,C,Cropland,GC,"Texas, USA",,,7.30,0.95,0.5,7.68,173.64 ,42.38 ,4.10 ,6.10,19.20,50.20,30.60
81,7,A1,-97.26,35.12,380,16.00,1030.00,1725,C,Grassland,GC,"Oklahoma, USA",,,13.90,1.40,0.5,9.93,315.83 ,63.56 ,4.97 ,5.60,62.80,27.70,9.50
82,7,A1,-97.26,35.12,380,16.00,1030.00,1725,C,Grassland,GC,"Oklahoma, USA",,,7.30,0.79,0.5,9.24,315.83 ,63.56 ,4.97 ,5.00,76.20,17.50,6.30
83,7,A1,-97.26,35.12,380,16.00,1030.00,1725,C,Cropland,GC,"Oklahoma, USA",,,4.50,0.53,0.5,8.49,315.83 ,63.56 ,4.97 ,4.10,86.50,10.00,3.50
84,7,A1,-97.26,35.12,380,16.00,850.00,1725,C,Grassland,GC,"Oklahoma, USA",,,10.70,1.26,0.5,8.49,315.83 ,63.56 ,4.97 ,7.40,45.00,39.20,15.80
85,7,A1,-97.26,35.12,380,16.00,850.00,1725,C,Grassland,GC,"Oklahoma, USA",,,9.30,0.81,0.5,11.48,315.83 ,63.56 ,4.97 ,6.30,61.00,24.10,14.90
86,7,A1,-97.26,35.12,380,16.00,850.00,1725,C,Cropland,GC,"Oklahoma, USA",,,4.00,0.40,0.5,10.00,315.83 ,63.56 ,4.97 ,7.00,61.50,24.00,14.50
87,8,A1,-103.00,41.14,1250,8.50,440.00,1661,D,Cropland,GC,"Sidney, NE, USA",57.50,1782.50,23.00,2.30,0.4,10.00,355.72 ,51.76 ,6.87 ,7.1,55,27,18
88,9,A1,37.00,4.50,1300,20.00,550.00,2179,B,Forest,GC,Masai plains in the northern Tanzanian,47.50,761.09,18.70,1.80,0.8,10.39,106.53 ,79.77 ,1.34 ,6.60,51.50,19.00,29.50
89,9,A1,37.00,4.50,1300,20.00,550.00,2179,B,Forest,GC,Masai plains in the northern Tanzanian,15.73,430.56,13.80,1.22,0.8,11.31,106.53 ,79.77 ,1.34 ,6.90,70.60,11.40,18.00
90,9,A1,37.00,4.50,1300,20.00,550.00,2179,B,Cropland,GC,Masai plains in the northern Tanzanian,6.89,213.31,8.30,0.90,0.8,9.22,106.53 ,79.77 ,1.34 ,7.00,61.60,13.30,25.10
91,9,A1,37.00,4.50,1300,20.00,550.00,2179,B,Cropland,GC,Masai plains in the northern Tanzanian,5.90,189.42,8.20,0.90,0.8,9.11,106.53 ,79.77 ,1.34 ,6.70,61.90,13.00,25.10
92,9,A1,37.00,4.50,1300,20.00,550.00,2179,B,Cropland,GC,Masai plains in the northern Tanzanian,28.03,643.20,19.20,1.95,0.8,9.85,106.53 ,79.77 ,1.34 ,8.40,69.50,12.20,18.30
93,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,36.00,670.00,13.40,1.19,0.4,11.26,201.04 ,67.97 ,2.96 ,5.75,25,43,31
94,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,23.00,448.00,9.20,0.93,0.4,9.89,201.04 ,67.97 ,2.96 ,5.65,25,43,31
95,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,22.00,440.00,8.30,0.79,0.4,10.51,201.04 ,67.97 ,2.96 ,5.35,25,43,31
96,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,17.00,366.00,7.00,0.70,0.4,10.00,201.04 ,67.97 ,2.96 ,5.25,25,43,31
97,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,12.00,312.00,5.90,0.60,0.4,9.83,201.04 ,67.97 ,2.96 ,5.60,25,43,31
98,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,15.00,316.00,5.80,0.65,0.4,8.92,201.04 ,67.97 ,2.96 ,5.65,25,43,31
99,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,12.00,317.00,5.50,0.59,0.4,9.32,201.04 ,67.97 ,2.96 ,5.80,25,43,31
100,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,10.00,278.00,5.00,0.56,0.4,8.93,201.04 ,67.97 ,2.96 ,6.10,25,43,31
101,10,A1,26.95,-28.12,1575,15.20,571.00,2086,B,Cropland,GC,Free State Province of South Africa,11.00,282.00,4.40,0.53,0.4,8.30,201.04 ,67.97 ,2.96 ,5.65,25,43,31
102,11,A1,-148.71,70.33,5,-11.17,167.00,237,E,Glacier,GC,"Site1, Prudhoe Bay",156.00,1950.00,142.00,9.00,0.6,15.78,303.53 ,38.21 ,7.94 ,5.70,48,48,5
103,11,A1,-148.71,70.33,5,-11.17,167.00,237,E,Glacier,GC,"Site1, Prudhoe Bay",177.00,2950.00,199.00,13.00,0.6,15.31,303.53 ,38.21 ,7.94 ,6.60,48,48,5
104,11,A1,-148.67,69.44,218,-10.29,183.00,423,E,Glacier,GC,"Site2, Sagwon Hills",99.00,1880.00,119.00,7.50,0.7,15.87,235.08 ,65.22 ,3.60 ,5.80,49,46,5
105,11,A1,-149.61,68.63,725,-9.52,267.00,480,D,Glacier,GC,"Site3, Toolik Lake",78.00,1210.00,69.00,3.90,0.6,17.69,123.55 ,46.70 ,2.65 ,5.40,58,37,6
106,12,A1,72.65,40.03,2900.00 ,-0.10,900.00,998,B,Grassland,GC,"Alay Range, Kyrgyzia",500.00,7100.00,87.70,11.50,0.6,7.63,85.83 ,72.16 ,1.19 ,5.60,27.50,45.30,19.90
107,12,A1,72.65,40.03,2900.00 ,-0.10,900.00,998,B,Forest,GC,"Alay Range, Kyrgyzia",,4800.00,130.80,8.60,0.6,15.21,85.83 ,72.16 ,1.19 ,7.00,35.40,44.10,15.50
